time [s],rudder angle [deg],north position [m],east position [m],yaw angle [deg],forward speed [m/s],sideways speed [m/s],yaw rate [deg/sec],propeller shaft speed [rpm],Throttle [?],commanded load fraction me [-],commanded load fraction hsg [-],power me [kw],available power me [kw],power electrical [kw],available power electrical [kw],power [kw],propulsion power [kw],fuel rate me [kg/s],fuel rate hsg [kg/s],fuel rate [kg/s],fuel consumption me [kg],fuel consumption hsg [kg],fuel consumption [kg],motor torque [Nm],thrust force [kN],max rudder angle [deg],min rudder angle [deg],max propeller shaft speed [rpm]
936.5,-7.142070778326079,6976512.829411587,88851.10676989467,76.51555579031557,8.55073764375861,3.0100706364083525,-0.005366443789266398,507.11244151705273,0.4669164889396534,0.4669164889396534,0.39215686274509803,1008.5396161096513,2160.0,200.0,510.0,1208.5396161096512,1008.5396161096513,0.05492042370162827,0.012662798496304839,0.06758322219793311,111.79507782468512,24.527840687344153,136.32291851203,18955.84022683182,442.75295051370193,30,-30,659.9999999999999
937.0,-7.137990773872615,6976512.362801482,88855.61522693478,76.51287256842096,8.551367068022556,3.0100595700258834,-0.005264301179487395,506.61808916596476,0.4656204909778526,0.4656204909778526,0.39215686274509803,1005.7402605121615,2160.0,200.0,510.0,1205.7402605121615,1005.7402605121615,0.05478561484154386,0.012662798496304839,0.06744841333784869,111.82247063210589,24.534172086592307,136.3566427186989,18921.636256128313,441.8901466861798,30,-30,659.9999999999999
937.5,-7.133749232796695,6976511.896481294,88860.12401056441,76.51024041783121,8.551936702836304,3.010044950340634,-0.0051637402873005046,506.1197544368431,0.46432672507249956,0.46432672507249956,0.39215686274509803,1002.945726156599,2160.0,200.0,510.0,1202.945726156599,1002.945726156599,0.054651060585200584,0.012662798496304839,0.06731385908150542,111.84979616239849,24.54050348584046,136.39029964823965,18887.604723017517,441.02124402795357,30,-30,659.9999999999999
938.0,-7.129349770655424,6976511.430441787,88864.63309086647,76.50765854768756,8.552446433218602,3.010026783456243,-0.005064818498867178,505.6179670180828,0.4630365471629406,0.4630365471629406,0.39215686274509803,1000.1589418719518,2160.0,200.0,510.0,1200.1589418719518,1000.1589418719518,0.0545169008014969,0.012662798496304839,0.06717969929780174,111.87705461279924,24.546834885088614,136.42388949788855,18853.780830452743,440.1471852408269,30,-30,659.9999999999999
938.5,-7.12479622126094,6976510.964673765,88869.14243787658,76.50512613843811,8.552896206780009,3.0100050793115067,-0.004967591137177051,505.1132582545994,0.4617512991128336,0.4617512991128336,0.39215686274509803,997.3828060837205,2160.0,200.0,510.0,1197.3828060837207,997.3828060837205,0.05438327382356326,0.012662798496304839,0.0670460723198681,111.90424624971102,24.55316628433677,136.45741253404847,18820.199435693212,439.2689123836175,30,-30,659.9999999999999
939.0,-7.120092514582633,6976510.499168084,88873.65202161412,76.50264234286954,8.553286033381161,3.0099798516673255,-0.004872111385978833,504.60616068502156,0.4604723073979272,0.4604723073979272,0.39215686274509803,994.6201839795228,2160.0,200.0,510.0,1194.6201839795228,994.6201839795228,0.054250316324394046,0.012662798496304839,0.06691311482069888,111.93137140787321,24.559497683584922,136.49086909145882,18786.89501263639,438.38736599540357,30,-30,659.9999999999999
939.5,-7.1152427048065165,6976510.033915654,88878.16181211315,76.50020628717654,8.553615984735584,3.009951118039643,-0.004778430266509881,504.09720757029135,0.4592008818152024,0.4592008818152024,0.39215686274509803,991.8739047208372,2160.0,200.0,510.0,1191.8739047208373,991.8739047208372,0.05411816319461435,0.012662798496304839,0.06678096169091918,111.95843048947052,24.565829082833076,136.5242595723043,18753.901614159804,437.503484218224,30,-30,659.9999999999999
940.0,-7.110251003491479,6976509.56890745,88882.67177945303,76.49781707204329,8.553886193956421,3.0099188996433504,-0.004686596602724275,503.58693241385186,0.45793831421500997,0.45793831421500997,0.39215686274509803,989.1467587044216,2160.0,200.0,510.0,1189.1467587044215,989.1467587044216,0.05398694742245269,0.012662798496304839,0.06664974591875752,111.98542396318174,24.57216048208123,136.55758444526367,18721.25283454204,436.6182019198007,30,-30,659.9999999999999
940.5,-7.105121706976062,6976509.104134519,88887.18189378892,76.49547377374192,8.554096855047591,3.009883221348599,-0.004596656972883579,503.0758684736751,0.45668587725736903,0.45668587725736903,0.39215686274509803,986.4414948759171,2160.0,200.0,510.0,1186.4414948759172,986.4414948759171,0.05385679997594623,0.012662798496304839,0.06651959847225107,112.01235236316971,24.578491881329384,136.5908442444998,18688.98177201558,435.7324498169285,30,-30,659.9999999999999
941.0,-7.099859261518729,6976508.639587986,88891.69212538193,76.49317544525547,8.55424822233996,3.009844111605037,-0.00450865569272101,502.56454826642,0.4554448231935714,0.4554448231935714,0.39215686274509803,983.7608180981142,2160.0,200.0,510.0,1183.7608180981144,983.7608180981142,0.053727849687409186,0.012662798496304839,0.06639064818371403,112.03921628801342,24.584823280577538,136.62403956859166,18657.120991506756,434.8471536001878,30,-30,659.9999999999999
